BGC_ID,masked_token,Num_Replacements=0,Num_Replacements=1,Num_Replacements=2,Num_Replacements=3,Num_Replacements=4,Num_Replacements=5,Num_Replacements=6,Num_Replacements=7,Num_Replacements=8,Num_Replacements=9,Num_Replacements=10,Num_Replacements=11,Num_Replacements=12,Num_Replacements=13
BGC0002213,GMC_oxred_N,0.9463919937610626,0.7507372809574008,0.7177511247282382,0.7775553172104992,0.746546632378886,0.46918184116865175,0.44668724313923747,0.6358309706825821,0.09784597554253197,0.286094284540502,0.09970712517885154,0.0017515177128496263,0.18708903052460074,0.0013227787902565069
BGC0002215,ketoacyl-synt,0.9833827435970306,0.9672524333000183,0.9039797216653824,0.893787044286728,0.7740752786397934,0.6240001291036605,0.6254859644919634,0.6397273695853073,0.41763610185007566,0.33770506164291875,0.2506580910411401,0.010058058968008135,0.0032549192100248094,3.067669943863649e-05
BGC0002219,ArgoL1,0.8759955286979675,0.8554886996746063,0.7360810458660125,0.8893104553222656,0.6815891683101654,0.4742235961864935,0.5343556496110977,0.6159415427595377,0.41952118314802644,0.1889607400733439,0.16638448948169185,0.12333196480181634,3.486963126135834e-05,2.6050691727041996e-05
BGC0002222,ketoacyl-synt,0.998629379272461,0.998609745502472,0.9881185531616211,0.9880225777626037,0.918385598063469,0.9107485771179199,0.8960571825504303,0.8435225158929824,0.6173704551532865,0.45503219632712444,0.30723803651944764,0.10571417693506646,0.12606729244637585,4.233009272880395e-06
BGC0002229,ketoacyl-synt,0.99366495013237,0.981322032213211,0.9591513097286224,0.929251629114151,0.947412121295929,0.922755342721939,0.7642596604302525,0.8505378559231758,0.6412271104753018,0.5780940563825823,0.3382789935218966,0.05487088159825362,0.027196895817637422,1.0560107733592616e-05
BGC0002239,ketoacyl-synt,0.9574861407279969,0.9713175654411316,0.9452077805995941,0.8454942032694817,0.852958595752716,0.822174996137619,0.584880568832159,0.6855432158554322,0.35200310584950784,0.1968341280648019,0.17364054159261286,5.749986392231676e-05,0.0870750032082654,7.177547212977586e-06
BGC0002246,p450,0.0946347951889038,0.0963800719473511,0.16832988001406193,0.08498816946521401,0.14646302554756402,0.12697497871122324,0.07658359108027071,0.14924230836331845,0.09480160573439207,0.014784248618525453,0.0190171748483408,0.03679490574504598,0.004765415311476317,0.000542579824286804
BGC0002258,GCV_T_C,0.9582385659217835,0.9166768550872803,0.9278600156307221,0.8349949717521667,0.9226083278656005,0.7716925650835037,0.6764567265164885,0.5605803475153153,0.563337757629381,0.3118236720065397,0.09695290842429997,0.14704812776163417,0.0846058672041099,4.994517566051307e-06
BGC0002304,PP-binding,0.9794981181621552,0.943662703037262,0.8551389962434769,0.7074157573282719,0.6894462138414383,0.6906635150313377,0.5504576241248287,0.3868956547230482,0.20289481005165727,0.1955663057975471,0.007943778375192778,0.051238494638118935,0.007934335779570745,1.482165601416341e-05
BGC0002307,HisKA_3,0.9743357598781586,0.9748804152011872,0.8745845440693302,0.8227384215973871,0.3910343368650501,0.3687170249366318,0.46223384745026125,0.46890533672881246,0.17184130919190316,0.19963044673942854,0.3688088422571269,0.37162316270665147,0.00015286139821411027,0.00012150941444649416
BGC0002334,RimK,0.9990794479846954,0.9961640536785126,0.990640115737915,0.9851081788539886,0.4014525450680594,0.6904815942642017,0.5809065226370876,0.4270643191807267,0.21038394208277467,0.2703732180530324,0.19863273183712765,0.008382073284532027,0.09823479079695971,0.0002958407510567529
BGC0002415,AMP-binding,0.9997642338275909,0.9999564468860627,0.9891507387161255,0.976068514585495,0.8793815550743602,0.9794068574905396,0.9474415898323059,0.7286563530564308,0.7061412055045366,0.30014865743032715,0.11207548407940067,0.07601031705894457,0.0015693253428011645,9.666279555453627e-06
BGC0002436,Peptidase_M24,0.9799820899963378,0.877835877536927,0.8839110776371853,0.5936424468853148,0.5883140216072207,0.6721767771850864,0.2945474256398647,0.5977914049542505,0.5975504319913852,0.4216156324205258,0.10284109042341924,0.20269845485858012,0.0003532459591355064,0.0005015773756696263
BGC0002495,AMP-binding,0.9998322367668152,0.998913025856018,0.9745324432849884,0.9030815593898296,0.8269156813621521,0.6003867366760517,0.442935944195051,0.4431527872104198,0.39340019030562345,0.4008011996683621,0.10279705760876823,0.30162090673487213,0.19557291395735774,0.00017244442010451168
BGC0002505,ketoacyl-synt,0.6179631032049656,0.4115559528581798,0.548043753951788,0.471390475705266,0.32534414790570737,0.3594361939933151,0.3348172633675858,0.2823188442504033,0.18958349648066813,0.06490044861020579,0.13621800623486707,0.00029362934247672,0.0005565693253244963,3.383202324332146e-06
BGC0002591,GcpE,0.40086167454719546,0.23289749873802065,0.10245937259678613,0.04431068915428114,0.04258850989109213,0.004719010657208855,0.0013586836426099148,0.001781657207506271,0.0005170644460122276,0.0006777816944624427,0.0005902525444980711,0.0018148802340325787,4.7024299394865524e-05,8.004690947416293e-06
BGC0002606,ketoacyl-synt,0.9919123768806457,0.9706807255744934,0.9897640883922577,0.958180284500122,0.9105615675449371,0.9178614318370819,0.7419183250429342,0.5938888702192344,0.3194609624682926,0.17841721713784864,0.20039051208877937,0.1263075526776447,0.01578697883908111,1.9678015896751333e-06
BGC0002619,ketoacyl-synt,0.9941383481025696,0.9696068882942199,0.9793225049972534,0.7973705232143402,0.8699520885944366,0.6950027346611023,0.6159595053642988,0.5983615662553348,0.3607753923162818,0.28460633582435546,0.2487156484014122,0.19147112118266704,0.004873797177306116,1.8748261267731436e-05
BGC0002663,DUF4135,0.959200131893158,0.7068223617970943,0.7116398693993687,0.6027756251394749,0.6406853560358285,0.39077998283319176,0.5034771995958408,0.3577957173107279,0.1280424644909317,0.2156392700238939,0.03644507327580657,0.016310082695309803,0.0019377625791975107,8.833375959953343e-05
BGC0002670,GMC_oxred_N,0.9766842365264893,0.8664399884757585,0.7703473462257534,0.8586946625931887,0.3885442247075844,0.6507073847528027,0.4734858514796315,0.542395371556222,0.37149002843234485,0.2851436045957935,0.17732538139443932,0.08164078783175768,0.000160752726688429,0.0002998776848695428
