BGC_ID,masked_token,Num_Replacements=0,Num_Replacements=1,Num_Replacements=2,Num_Replacements=3,Num_Replacements=4,Num_Replacements=5,Num_Replacements=6,Num_Replacements=7,Num_Replacements=8,Num_Replacements=9,Num_Replacements=10,Num_Replacements=11
BGC0001701,HATPase_c,0.9924868166446685,0.9647276282310486,0.9738607704639435,0.9242662787437439,0.8964889645576477,0.7150020979344844,0.5816951320739463,0.5091559132575639,0.4088138035251177,0.08545717468500698,0.09259788149674933,0.0003911624613202491
BGC0001706,polyprenyl_synt,0.299269001185894,0.24881665781140327,0.3353096552193165,0.10320270536467432,0.15302046291180887,0.0935665183722449,0.046200393547769635,0.04347641988060787,0.0057005339112947695,0.004361561613040976,0.000527379555569496,0.0005435779252820794
BGC0001717,Condensation,0.9952289879322052,0.9683876872062683,0.8748532116413117,0.9084081709384918,0.6778518304228782,0.6308895386755466,0.40300251394510267,0.30761617437237876,0.34478873968198515,0.05777631182382041,0.04067729545668528,4.716638699545084e-06
BGC0001722,ketoacyl-synt,0.9882323324680329,0.8898399949073792,0.9389224052429199,0.6694439858198166,0.7391981214284897,0.7425858527421951,0.2686967279936653,0.21135640821885318,0.2958069318905473,0.09843119411070847,0.009900549169291109,8.426110020408606e-05
BGC0001789,Response_reg,0.9991413593292237,0.995386391878128,0.9859405279159545,0.8160818049684166,0.8521103142895299,0.9341508626937867,0.22994828310329468,0.3096181434826576,0.3780716041489313,0.1696254392875744,0.005626258273696294,0.010752831282843545
BGC0001903,TPP_enzyme_N,0.8871913015842438,0.7850003853440285,0.8475907564163208,0.6577131189522334,0.6778375640511513,0.6343848270882972,0.623169972875342,0.302638128960516,0.47750509157319243,0.21915336291878162,0.1824708970035111,2.8281382859063343e-05
BGC0001907,KAsynt_C_assoc,0.8870807230472565,0.879008537530899,0.8478669345378875,0.8213923037052154,0.7242589384317398,0.5619815297424793,0.390399009664543,0.18415025090080234,0.025325691968464525,0.008340980186378744,0.002867181960517229,3.287892025141126e-05
BGC0002015,Transglut_core3,0.7509120523929596,0.6757915288209915,0.458385124191409,0.5007405676704366,0.10315293268868117,0.11171972231179553,0.08939148222561925,0.02057739795978648,0.0750976699739823,0.08214652629785917,0.0008662971777315676,1.4299059951383698e-05
BGC0002211,ketoacyl-synt,0.6783488780260086,0.4896081045269966,0.41284046433866023,0.6054566327482462,0.36432097665965557,0.2510006561409682,0.139135213335976,0.18289991670753808,0.06738237857534841,0.013495290735733589,0.0027775384375445357,0.00011419790473041758
BGC0002227,ketoacyl-synt,0.9800126254558563,0.9769691467285156,0.9733806729316712,0.9794463217258453,0.8504573255777359,0.9155812323093414,0.6162824653089046,0.422193111476372,0.38208414060453394,0.1575235246986267,0.0014589688538762858,1.9293306811007938e-05
BGC0002275,BRCT,0.11354649268905632,0.11529107007518177,0.018874791142297908,0.015793952351941698,0.05825627695012372,0.01618087923488929,0.01268899607930507,0.0010065396394111303,0.007872355657673325,0.008091564846563416,0.00012666582301790186,7.029987660871484e-05
BGC0002346,Response_reg,0.9851792693138123,0.9744967341423034,0.7460757838656719,0.6907224247814157,0.8185478787869215,0.5987727286206791,0.3819919489510994,0.5597047828145435,0.40476462447413725,0.10448806406848235,0.050826530518965615,0.0022375536621837
BGC0002406,Putative_PNPOx,0.65318034440279,0.33210071963258087,0.5362226150929927,0.2551275323914524,0.3122890992031898,0.14024557371194532,0.18934535965090618,0.2400981993015165,0.15477320013407905,0.06905701477222763,0.04215569905425696,2.167637998198302e-05
BGC0002427,ketoacyl-synt,0.9787560999393463,0.8681964814662934,0.7061297208070755,0.7752710163593293,0.465680568292737,0.2670574189571198,0.28438637597550664,0.18513358264262933,0.10987610976128277,0.04796276907411538,0.00901520772038964,4.548654564073828e-06
BGC0002473,Chorismate_bind,0.8556359097361564,0.9691206634044647,0.6943942330777645,0.5529802536242642,0.3990039748561685,0.036725760269837336,0.15501696082865238,0.008835518191699521,0.0036538850000624734,0.000455516124748101,0.00028756120841020303,3.623105112797731e-05
BGC0002510,ketoacyl-synt,0.9732085287570953,0.8673220790922642,0.6489419932142482,0.7886794083518908,0.37572072869719475,0.8163612097501755,0.5621824372743504,0.3679062433693616,0.16439097719229068,0.09154999080989779,0.04374387965581263,0.0005767200414677376
BGC0002518,AMP-binding,0.983899062871933,0.9199825286865234,0.8129128247499466,0.7112459093332291,0.680793683230877,0.627408489928348,0.36729146298021076,0.2000512447906658,0.13446880130345562,0.018330898464046185,0.0020545130778373277,0.0008768408577452646
BGC0002551,PatG_C,0.7779717385768891,0.6952829702757299,0.6505894770336453,0.3935861382400617,0.5178838714249651,0.505763593642041,0.2520384335452036,0.10122237907385881,0.059894923046925896,0.05205666879096782,0.00010681175871170012,4.14231072491944e-06
BGC0002553,ABC_tran,0.8109455883502961,0.7584497794508934,0.5695489425212145,0.31985291101736946,0.19626134951249696,0.45064556156867186,0.1346678366418928,0.0916673102779896,0.03292353370343335,0.09219549268600531,0.02033661432506051,0.011816427670419216
BGC0002594,ketoacyl-synt,0.901608657836914,0.8094098418951035,0.9125633537769318,0.7391953662037849,0.526634403585922,0.5072783804731443,0.4764162070991006,0.5128406766802073,0.28902179174037884,0.09494088542669488,0.05663929322765,8.873208077986305e-06
BGC0002615,p450,0.8292213678359985,0.6802151553332806,0.35121473791077734,0.27960004955530166,0.2787926461547613,0.03946693246689392,0.051787777358640597,0.05386941366014071,0.008418466249713675,0.011862404734529264,0.007863318244926632,0.0018871399046474836
BGC0002682,IucA_IucC,0.9901621699333191,0.9598903954029083,0.9725946545600891,0.9173375338315963,0.9668634951114654,0.8420534393982961,0.4222217756415148,0.4671821174396825,0.4154673393330313,0.3510024227620103,0.10920443037273538,2.011346305544892e-05
BGC0002683,Aminotran_3,0.7547222971916199,0.8685410365462303,0.4718808110068494,0.6406835052766837,0.5167232221923769,0.5607732256874443,0.23492888215987479,0.14865871227011668,0.20006330671312753,0.013730279734591021,0.01087183676982022,0.0010364841393311508
BGC0002685,FecCD,0.9977076768875122,0.9588899254798889,0.792585157661233,0.5725173763930798,0.46203987509943545,0.3545639221789315,0.13538814241655928,0.18697286565147805,0.024460821432876402,0.0049063813686643695,0.004077273137409065,0.00016939444802517302
