BGC_ID,masked_token,Num_Replacements=0,Num_Replacements=1,Num_Replacements=2,Num_Replacements=3,Num_Replacements=4,Num_Replacements=5,Num_Replacements=6,Num_Replacements=7
BGC0000533,ABC_tran,0.871599817276001,0.804983933782205,0.5831228474562522,0.5488665281794965,0.5572161540374225,0.26887370514787107,0.08445139291891621,0.05163963823470112
BGC0000577,GntR,0.8997182667255401,0.8082333997939714,0.4463728537470161,0.5219220939259686,0.3204281471324464,0.20624168833431328,0.0008373205679141904,1.515873131410217e-05
BGC0000594,ABC_tran,0.35325250597670677,0.561039486899972,0.3597743204973085,0.49687363371485843,0.3028854711473855,0.3919425452312225,0.11453909105039202,0.0032802393463271075
BGC0000605,YcaO,0.7555374026298523,0.3966553404927254,0.22675891109975055,0.09421905237563806,0.01578146516350216,0.015675110782103728,0.0007041653522719571,1.240685310790468e-05
BGC0000626,ABC_tran,0.7789810374379158,0.8350714161992073,0.6943600527942181,0.5669338965788484,0.6823388097393035,0.3197329341652221,0.16460043376714567,0.0019949916317955284
BGC0000628,Lant_dehydr_N,0.3665413619950414,0.29885405910899865,0.052027068534880525,0.1928781578978944,0.19494165859950954,0.008558595336727138,6.581803536533925e-05,3.5197580371004736e-05
BGC0000664,Rieske,0.8545554529875516,0.8824931119335815,0.6178562533891409,0.10170513726916397,0.3822414495501568,0.09946319653643432,0.006961759961498171,0.0006664328868982216
BGC0000739,UDPG_MGDP_dh,0.991714346408844,0.9857114493846894,0.9362815320491791,0.7696791661109501,0.5161882959484274,0.6173536226473516,0.1807210524405173,0.00013828691341677413
BGC0000815,2OG-FeII_Oxy,0.9680878460407257,0.7601396198192276,0.8331398338079452,0.4279564005413249,0.3400825047247437,0.11996426582069412,0.17037551811755178,1.7725932652123964e-05
BGC0000866,PHB_acc,0.5234771825373172,0.4916523504478391,0.4709662027657032,0.3395254133269191,0.18234731122419134,0.16911776932327563,0.03781490461159307,3.059905552316167e-05
BGC0000882,ABC_tran,0.010077818075660615,0.009812243377382401,0.008884222095366568,0.003855497376207495,0.008141456636076327,0.005599555753633467,0.008651191266108072,0.01039511886483524
BGC0000930,TRI5,0.17835044180974363,0.09856379765551537,0.08842275004390103,0.010422768999342224,0.03254083100036951,0.000861232306419879,0.00018378017501845533,3.087280846330032e-05
BGC0000936,Chorismate_bind,0.6464855432510376,0.7070155964232981,0.67274489402771,0.41491646483782463,0.3020593684661435,0.09086360327037254,0.0011036546856618922,0.0011195158848137155
BGC0000942,AMP-binding,0.9982490837574005,0.8397001696401276,0.7982819139957428,0.7238664250820875,0.5498268323397951,0.49771655440563334,0.42206158983668873,0.001156895621667786
BGC0000979,AMP-binding_C,0.4395854566246271,0.07013618677738123,0.182882899325341,0.1728851379274147,0.10445118896509484,0.007444753416575622,0.0615252598356534,5.4822550229705055e-06
BGC0000980,KAsynt_C_assoc,0.5102719530463219,0.32288224771618845,0.31539133936166763,0.29722363892942666,0.2213206639600685,0.02709419003131188,0.011799244864000968,0.0002524669636386534
BGC0001145,Nitroreductase,0.6365268364548683,0.58093890696764,0.17983663560262358,0.1935556996264495,0.1567794551318002,0.02380046376656537,0.010841777223322423,0.0009843231856393685
BGC0001173,ABC_tran,0.7883520185947418,0.7213802024722099,0.4538928623253014,0.36475655490066855,0.27467194782769866,0.22369294064374118,0.03596094757085666,0.004916737541498151
BGC0001210,ABC_tran,0.9861725151538849,0.9348856449127197,0.9422908961772919,0.8972872346639633,0.366668863222003,0.46111629237711893,0.29383830529368427,0.0012675453282781745
BGC0001252,PS-DH,0.5462486044503748,0.532996553182602,0.3577313500340097,0.09982754131779074,0.03210404028868652,0.0036118183583312203,3.89120451295355e-05,2.0132662696425997e-05
BGC0001254,PS-DH,0.29509473107755185,0.35984380307781977,0.12393667292781174,0.16046691069495864,0.0025859510918053276,0.017031894454885333,9.145989342869143e-05,7.738291350367632e-06
BGC0001286,Lyase_1,0.6760817974805832,0.5546451029023955,0.4203820974546403,0.1996355637934549,0.47042208397101604,0.3260694498856367,0.09817591030796394,0.0002186422619701034
BGC0001289,Lant_dehydr_N,0.96361403465271,0.7546241000294686,0.6401103183889063,0.5057100066043858,0.0973451657934902,0.0005442504501219858,2.616083259943669e-05,8.20253454456077e-05
BGC0001291,SBF,0.42547449134290216,0.6650784588840907,0.6509945262456313,0.5245778490061639,0.642210289335344,0.3501418739334213,0.09996567750156035,0.0007520122166395637
BGC0001311,DUF4135,0.6661183904856444,0.5793636659858749,0.3072941993479617,0.11790278069292981,0.07811372798425183,0.05760521372571503,0.007539807836154466,3.73273068568547e-05
BGC0001317,p450,0.5316273301839829,0.15372843361692504,0.18770935903012287,0.2159867738664616,0.06158081288813264,0.062379285677161535,0.01162015868612798,0.006024414927151156
BGC0001453,SIP,0.9908608555793762,0.8870196530595422,0.8645402168855071,0.5138199414379414,0.243943163470707,0.37073443975949943,0.05344331929834638,7.470633032324869e-06
BGC0001458,AfsA,0.9547120332717896,0.2261989757435728,0.4828126128017988,0.1653887216820916,0.14786202259139397,0.1772679230203549,0.009165209652990359,1.1667604197804562e-05
BGC0001576,DUF4135,0.989719158411026,0.6411085423082113,0.5678527660955297,0.3950501937611989,0.29394727519043046,0.09525133161169048,6.728754617575383e-05,9.802439545936182e-06
BGC0001579,DUF4135,0.8982011497020721,0.7009137470275164,0.35266524012816947,0.33431535044422417,0.16011176717638947,0.0019340465147529961,0.009799658034304186,3.7250824196810584e-05
BGC0001599,NAD_binding_4,0.8961756199598312,0.7758181631565094,0.537641566991806,0.22651068758158005,0.23112343632383273,0.011311582664678044,0.031129801188534145,4.510726431661283e-05
BGC0001696,APH,0.36912728361785413,0.25115506078582256,0.2835951936103811,0.28887024079158435,0.09843965741456487,0.007036912222974934,0.0010536544323258568,0.0009431362250325037
BGC0001786,Asn_synthase,0.9831369936466217,0.793693333119154,0.29091873608595054,0.35807336586595967,0.1398275654684767,0.14391886255040162,0.0022751704782905335,0.00038495662994364466
BGC0001787,GerE,0.7319676101207733,0.4145447086065591,0.37211332174674683,0.2523008069159477,0.17629629340818836,0.03345193012189185,0.07823250351337663,1.7294640663445547e-05
BGC0001817,Methyltransf_14,0.9094283998012542,0.816411703824997,0.7588916108012199,0.6713739574421197,0.18336916544972154,0.1147606380234448,0.06692174868088152,6.938988230187348e-05
BGC0001861,ABC_tran,0.9584054350852966,0.8669061571359634,0.6634594686329365,0.6255077366258774,0.3512690036975982,0.14627875874233495,0.031893929420584756,0.001231746922644561
BGC0001864,ABC_tran,0.9471267938613892,0.9689049422740936,0.8052816838026047,0.5305248495889827,0.1948453319775581,0.3050383195002723,0.08697522043294156,0.005360267065543667
BGC0001880,Peptidase_S8,0.6887056931853295,0.4863457562867552,0.47777358319144697,0.33837497062049804,0.1097835731604448,0.24212234547521802,0.1085719619273732,0.012922512341538095
BGC0001928,adh_short_C2,0.01737495086272247,0.05782410734100267,0.034893847350031135,0.01230773890420096,0.0021426182946015617,0.032394700007080245,0.0006500433235487435,0.0011233351622649934
BGC0002013,Beta-lactamase,0.04017896065488458,0.1344762980705127,0.01491656384896487,0.018201473463705042,0.012103844422495059,0.0037512983260967305,0.006078969073132612,0.0005837353206516127
BGC0002064,ABC_tran,0.9921559154987335,0.7873016636818647,0.5099564109463245,0.6095473380759359,0.2143344181444263,0.23290348029113375,0.004724258618807653,0.003738019746833743
BGC0002111,LANC_like,0.6036406695842743,0.2953855514118914,0.27072205698787,0.18200394817831694,0.00786560937756633,0.0612010874301129,0.0011482168242327618,4.246080414274656e-06
BGC0002133,TonB_dep_Rec,0.971499103307724,0.7591179182752967,0.7581416754052043,0.6107282226352254,0.5590597567963413,0.10699340845530969,0.00023531251317763236,1.753305759422119e-05
BGC0002164,AMP-binding,0.982037490606308,0.6994983602315188,0.6428928319364786,0.4548880856484175,0.17627808429315336,0.11428054805583088,0.005472761038254248,0.00040234423031506596
BGC0002192,KAsynt_C_assoc,0.5065234703943133,0.4836622689850628,0.0847182581492234,0.16814590562134982,0.019277592419530264,0.0016202664789489063,3.559936828594346e-05,3.4240561887344254e-05
BGC0002216,p450,0.9272798597812653,0.5611133821308613,0.3036974225193262,0.14385118507780134,0.029897209323826245,0.03854660018259892,0.008191235274716746,0.004526729270838814
BGC0002228,KR,0.48980892896652223,0.38745803385972977,0.42550440821796653,0.1919685493397992,0.20017482799012215,0.10051186293712817,0.002976035851247616,0.0002331527944250733
BGC0002238,ketoacyl-synt,0.9166976809501648,0.8424259826540947,0.682032401394099,0.4343672102317214,0.4585277544800192,0.11295068684181606,0.06344140437848438,2.6364210963691903e-05
BGC0002240,KAsynt_C_assoc,0.16236105216667057,0.31111821420490743,0.0892520325462101,0.09654826812179636,0.007323217247176217,0.0013711388526871815,0.00014460262036664062,2.853769307193943e-05
BGC0002248,p450,0.5278208175499458,0.33665198609232905,0.391900857370274,0.1797227758273948,0.09978110891861433,0.015440209133521421,0.014516579108749284,0.0009235909152266686
BGC0002394,p450,0.008336988132214174,0.013209899267531,0.04356874124932801,0.03368684989400208,0.00804807140630146,0.025942281006427946,0.029486406810610787,0.0015669339676605888
BGC0002554,TPP_enzyme_C,0.029360803385498003,0.12740790472380467,0.04372479770681821,0.0590768549333859,0.05248671067704436,0.02644847621843196,5.2215597771754216e-05,6.0858157023024885e-05
BGC0002567,BPD_transp_1,0.677582448720932,0.4100375638809055,0.5322195045650006,0.36358323939930415,0.031563749312772414,0.024652735868700405,0.06486557298121624,0.0010176886752333303
BGC0002577,ABC_tran,0.9012717962265014,0.7961282193660736,0.780202007945627,0.7236650378908962,0.33341875959886236,0.40822504967218265,0.21443097478731943,0.018851347422059916
BGC0002585,ABC_membrane,0.9856922805309296,0.9835729837417603,0.9012410819530488,0.8349408456822858,0.5768527145162807,0.20502501010261084,0.07799212449766983,0.002097845630123629
BGC0002586,ABC_tran,0.912022152543068,0.7387251056730747,0.5733521337155253,0.5378984500654042,0.6382105835466063,0.027457448524546634,0.02770179147648264,0.005727435081644217
BGC0002602,AMP-binding,0.9156162977218628,0.8643031431362033,0.5526775932870805,0.46943349582088556,0.22970048634597334,0.20427376190128257,0.14301276773312566,0.00010699999170550867
BGC0002620,IucA_IucC,0.9066078126430511,0.7901893083006144,0.6918586369836703,0.7373986171251129,0.36363445399495653,0.07673967405849769,0.09663986999241318,2.8987918330147798e-05
BGC0002668,Lant_dehydr_N,0.7894618451595307,0.6337007604678547,0.5111742193024839,0.5042257120421709,0.25022938269278255,0.32745248386572995,2.1973545214115654e-05,5.771796174069976e-06
BGC0002692,FhuF,0.8696879088878632,0.9016766846179962,0.5419377607293427,0.4354582361247651,0.2927983154330832,0.22283537859494684,0.00017938337642817715,1.4980386821482686e-05
