BGC_ID,masked_token,Num_Replacements=0,Num_Replacements=1,Num_Replacements=2,Num_Replacements=3,Num_Replacements=4,Num_Replacements=5,Num_Replacements=6,Num_Replacements=7,Num_Replacements=8,Num_Replacements=9,Num_Replacements=10
BGC0000636,FAD_binding_7,0.9988969385623931,0.9085637629032135,0.7995049079467208,0.7106583331245929,0.801294950582087,0.40446664074261207,0.4930321302369521,0.40198755380843065,0.3696506626830683,0.0009045073731168134,0.0011906305212706415
BGC0000643,Amino_oxidase,0.9547667801380157,0.7125902265310288,0.5869718940462917,0.47862221449613573,0.32869434032090794,0.40807286943309007,0.09455620442786312,0.02760217596005532,0.04175277925014544,0.02764090128657699,0.0012817953464946187
BGC0000770,NeuB,0.9981559693813324,0.8827426940202713,0.8494542006403207,0.74485442340374,0.5791212599724531,0.40549135818982907,0.20321217320743018,0.07381453515392025,0.0002975815104264257,0.004892281947741139,2.9337528576434125e-05
BGC0000787,Epimerase,0.6034325540065766,0.3137217308394611,0.3656089966651052,0.19299095594324173,0.21545812151161953,0.12194769386114786,0.025231917679775506,0.019959178904537113,0.005715825515835604,0.001175338204120635,0.0009177975389775383
BGC0000791,NTP_transferase,0.86323022544384,0.6683041483163834,0.4060828913236037,0.26498825828275585,0.08290315173180715,0.22467310158504006,0.1257482620502998,0.010408039815092706,0.01659611089362443,0.006491820303199347,0.00018795977242689333
BGC0000793,Glyco_transf_8,0.9884750723838807,0.9064207457005977,0.8169476523995399,0.9182829305529594,0.450752657357225,0.5024493823108969,0.2879412378649249,0.25639779710248833,0.2979654008813668,0.088126844938853,4.112801929794241e-05
BGC0000802,ABC_tran,0.939128839969635,0.8130011639848818,0.9240634083747864,0.5444687483002781,0.2933502540967311,0.5640954878646426,0.1736959244382092,0.255352409858142,0.09027061828830937,0.07714245510001091,0.0063810512578129416
BGC0000881,AAA_16,0.5698615640401841,0.6599818140268325,0.4483407416846603,0.29042243065778167,0.40901025052007756,0.28708430040423993,0.14794135597082345,0.021939786176912435,0.12647023142053512,0.057119601031411095,4.0275750445673e-05
BGC0000891,Acyl-CoA_dh_1,0.9924558222293853,0.9207238763570785,0.8182391032576561,0.7259152054786682,0.676648297905922,0.43881791825879046,0.3038778522595521,0.4905731494525753,0.3598656151254005,0.058433158227489915,0.0004895051218568369
BGC0000892,AMP-binding,0.22943864166736602,0.31239410676062107,0.2160600424511358,0.09180813627317548,0.15665823915041982,0.06451497602338349,0.02535079239423794,0.018592528998851776,0.014578544831238105,0.0315716749872081,0.0017862613823695027
BGC0000898,Glyco_hydro_3,0.7581196039915085,0.5040429571643472,0.5056186496280134,0.43583544716238976,0.14871627958491446,0.18815253034776588,0.12023453176457224,0.07065986958472763,0.08779181883389811,0.017617900781348395,5.875011354987692e-05
BGC0001162,ketoacyl-synt,0.9930563867092133,0.9959052562713623,0.9438774883747101,0.9021308243274688,0.7977669134736061,0.5284974030684679,0.28879070726106876,0.2532995959934965,0.08426870654948289,0.005834855666995065,7.958950190722901e-06
BGC0001167,PatG_C,0.9966503739356994,0.9448993504047394,0.7591285355389118,0.6865655005909502,0.7648938357830047,0.3748509602588911,0.41597631149731445,0.17874087329964822,0.1043343624803736,6.931983502767025e-06,1.7431950261581618e-05
BGC0001197,Robl_LC7,0.9982376158237457,0.9979919075965882,0.6765014669392257,0.8610429134219885,0.43336467404151335,0.489060810279625,0.18852621233018,0.08422257089507638,0.16800003844800812,0.04700448661214977,0.0004907947456672445
BGC0001250,AMP-binding,0.9524266302585602,0.7998408243060112,0.6823593318462372,0.7276465617120266,0.3166658354923129,0.2836245408456307,0.09893031499705103,0.19108976005227304,0.007081605923485767,0.0016155349650944118,0.0013706672493754013
BGC0001251,AMP-binding,0.9284350395202636,0.7724379286170006,0.5984974198043347,0.5284710459411144,0.6164806544780731,0.31764822679106147,0.08494179204571992,0.016431142977671696,0.0910317656063853,0.010502210850972915,0.00016375849377254782
BGC0001321,GMC_oxred_C,0.908439427614212,0.8147221956838621,0.5561735979288642,0.5313576746754507,0.9280114293098449,0.3546535763761455,0.5705662125863,0.35099466809203933,1.334857944981227e-05,0.00010807837987552027,1.5952000083174765e-05
BGC0001325,Epimerase,0.3253794353455305,0.18449972413400245,0.19525635099980718,0.1144215178594095,0.13492017424267572,0.060248446830282985,0.13538042385920052,0.13846258623823077,0.01054013246264276,0.02240399057450304,0.00039043187984404425
BGC0001390,ketoacyl-synt,0.9977106750011444,0.9371911823749542,0.9193288862705231,0.7322258159518242,0.688585564494133,0.30891541093587876,0.2843778740207199,0.11117094112560152,0.05548675732881634,0.0023177428739984407,0.0002880270154865361
BGC0001408,FhuF,0.98447345495224,0.8941364742815494,0.9134919673204422,0.9153280168771744,0.6375500761438161,0.5715937797976949,0.2952343569728065,0.25040744705078166,0.11916156148078852,0.059629493132984865,5.251530235117485e-07
BGC0001434,AMP-binding,0.9836301624774932,0.7222775816917419,0.6653467241674662,0.716734205186367,0.38574595853058513,0.32159186328681244,0.24400772833469092,0.14445244682856356,0.08950487910215088,0.09511247555464024,0.00015120719942274263
BGC0001487,Hexapep,0.9993790507316589,0.9944088578224182,0.6003978657769039,0.7992247316315286,0.8913814425992314,0.39987652846365335,0.2938736166446915,0.10076103798066924,0.1984858644212842,0.09862314297778951,0.00027305844085105945
BGC0001545,Condensation,0.9866437911987305,0.8543116495013237,0.7635798469185829,0.6132784329354763,0.5679584220051765,0.36582603976130484,0.3540951392496936,0.15021263808375807,0.15146264447711105,0.007868580872491293,2.2309812709120358e-05
BGC0001570,AMP-binding,0.5541829466819763,0.6810445308685302,0.6263183079659939,0.5245617560963979,0.40614715351257474,0.48593232914499823,0.32276477794221137,0.0943050901456445,0.39529858177265853,0.09997491294892882,0.0001242856897249567
BGC0001615,Condensation,0.987778264284134,0.9290345907211304,0.7666885256767273,0.8619753926992416,0.6833302296698094,0.27036226338823327,0.2638028093356752,0.22809310747161363,0.21186963559885044,0.012672766578754758,0.002685237078278213
BGC0001753,YcaO,0.6183563027530908,0.21167263807728887,0.29354353745657136,0.046793109399732205,0.018363451765617357,0.035460586892440915,0.04006681192549877,0.04639594426712392,0.0007096928990904417,0.0007564276601318198,6.631044082681115e-05
BGC0001756,Terpene_synth_C,6.854014708679302e-07,1.0316507695051768e-05,4.588993637355543e-06,2.6168979601948195e-05,4.215994013634372e-06,2.195952793044853e-05,2.5180491185405886e-05,1.3911785215370287e-05,8.529912541295135e-06,7.551107966197179e-06,5.062799179711419e-06
BGC0001808,AAA_16,0.53298549503088,0.42602075561881064,0.4705098867416382,0.38738432026584635,0.323439597338438,0.1913857505453052,0.26006151691576634,0.15068036272834437,0.06366107146092777,0.09014000970804545,0.00023912375715906542
BGC0001863,Peptidase_C39,0.5617281500250101,0.3781461446778849,0.26569606893608577,0.08999712336808444,0.13656806421204237,0.07575164142399445,0.05076785071721588,0.014905270478811872,0.01394151471333771,0.003047867253633285,2.7201361881168395e-05
BGC0001987,MMPL,0.9705139040946961,0.9443085968494416,0.8582594722509385,0.7031647152500227,0.7425060600042344,0.40434415688650915,0.6662336324698117,0.3009102078079877,0.6140693055493216,0.08751078782647714,0.00020063800304417345
BGC0001995,Gp_dh_C,0.9943766593933105,0.8913243928950692,0.7945751301392875,0.8271014341851697,0.6246431336509601,0.5005276322667844,0.09912743114864984,0.19883015333412785,0.0005635043203710665,0.18269047632057078,0.00044726113877678885
BGC0001997,p450,0.11176618561148643,0.04359257468022406,0.0397908765822649,0.05732220954378135,0.013992430735379457,0.02971528168418445,0.06145252460846677,0.0025021732202731074,0.005805552742094733,0.0055625053526455305,0.002690002643157641
BGC0002002,GATase,0.9912793815135956,0.816370603442192,0.814752878434956,0.6910314512904734,0.6317900308546086,0.194117592790559,0.34237731268667204,0.005689870083574533,0.07870218657875369,0.09343880667638586,0.00022541050145719055
BGC0002120,Lant_dehydr_N,0.7292053937911988,0.5792574931547279,0.6369179498404265,0.6111977100372314,0.23939638200290575,0.15661079972144307,0.07084672804094225,0.12313066465266047,0.0007735505535038101,8.657286178639367e-05,0.00011042620924115454
BGC0002149,AMP-binding,0.3655791599303484,0.3098358891904354,0.22417551502585412,0.3908631732146546,0.47621800303459166,0.3255630185664227,0.24975492533774285,0.21118300501213766,0.2576428111853829,0.08604605365779446,6.264403352815862e-05
BGC0002185,PS-DH,0.9442537486553192,0.5427496321499348,0.6162053316831588,0.48567608147859576,0.44235997907817365,0.3162675976753235,0.15589933321316493,0.1286414883332327,0.03747960322698134,0.0045362165833019216,2.096968382923961e-05
BGC0002217,FAD_binding_4,0.9325066030025482,0.9476349949836731,0.5865936695132404,0.6130274527095025,0.6725445743864782,0.5162683187234934,0.26847066662672764,0.2848962879939279,0.09542657411387837,0.05788911561907355,0.0005435974562715273
BGC0002236,SAT,0.8348583340644836,0.7824582755565643,0.5402866922318935,0.41841344758868215,0.25952230431139467,0.15816338980803266,0.21712996696587653,0.09348343481466656,0.03978854736942594,0.0005199842415116507,1.5027480648477366e-05
BGC0002237,SAT,0.719896325469017,0.5964740354567766,0.5405664633959532,0.4365669760853052,0.1381670336937532,0.19392236248822883,0.07018080697889673,0.024395853740134043,0.10009728193705528,0.0004750471291608438,1.1708080568062496e-05
BGC0002257,ketoacyl-synt,0.9913113355636597,0.9354908108711243,0.8501019418239594,0.6007770594209433,0.6416383221745491,0.7063167810440063,0.5165344208653551,0.39851406928885497,0.09091163932805993,0.011077793060910796,5.178630814750562e-05
BGC0002301,Ketoacyl-synt_C,0.7532178312540054,0.6673950828611851,0.4528533862903714,0.5874462261795997,0.30891362521797416,0.23309099299367517,0.172039958066307,0.08791880853859979,0.000878812178092403,9.216175171893326e-05,9.450322971815695e-06
BGC0002303,ABC_tran,0.9964388728141784,0.9959081530570983,0.815821947902441,0.8596619822084903,0.5963500977144577,0.7082251335759224,0.3242361534918018,0.6055330702569336,0.30592501858718607,0.003482581537991791,0.0005413140156690588
BGC0002457,Transket_pyr,0.110742415394634,0.11730905013973825,0.04222467167613786,0.12984443286123906,0.031157734648422773,0.008885062982972158,0.010792059095626883,0.004626300332755307,0.00545603677161921,0.0006691407937069016,1.1086669214677158e-05
BGC0002476,Chorismate_bind,0.9942746877670288,0.7879038311075419,0.2937718663306441,0.5157572462307144,0.12725552187184802,0.01674176931649818,0.09132584599192342,0.007099436261614756,0.00185244771838029,0.00023968938112375326,0.00010317319452042284
BGC0002482,GST_N,0.3003216616809368,0.30310711375786925,0.21526330520864576,0.3064295803778805,0.21331930100479254,0.13273009121081714,0.06518513355429034,0.006195882025713218,0.013610463498554281,0.03249681407866802,0.0003124128735212395
BGC0002527,FhuF,0.9986486792564392,0.9864426791667938,0.8963265165686607,0.6856866975253979,0.2702949883243718,0.37416977890534325,0.3869958024457446,0.3028660764351656,0.014613239145608503,1.4790090125060829e-05,1.8782544749140762e-05
BGC0002531,FecCD,0.7855811707675457,0.7734510183334351,0.6433333337306977,0.46474860291928055,0.279291135854146,0.19396600296759062,0.3224033167677135,0.07927713554927322,0.0038244753748585937,0.00948073909158893,0.0005591846887909923
BGC0002535,Hexapep,0.9548297166824341,0.8727623999118805,0.9264677166938782,0.8881044745445251,0.8751429259777069,0.8816014230251312,0.4704374131164514,0.558978696509439,0.3249617902250179,0.383235509415681,2.2924944549540528e-05
BGC0002568,MatE,0.9874651432037354,0.8722003445029258,0.8194651284255088,0.853691703081131,0.7575640618801117,0.3925595153961467,0.5492452477674942,0.4436172570799499,0.24328682370669413,0.18059923147076376,3.541781669014199e-05
BGC0002633,IucA_IucC,0.9476682782173157,0.9019772827625274,0.7805114313727245,0.7833341851830482,0.6646182844415307,0.3557188121048512,0.20238486747952594,0.31637574449078065,0.19717222042849705,0.0992098052417548,2.4412888851426533e-05
BGC0002701,Peptidase_M16_C,0.9800157845020294,0.743837939625223,0.6163105094747152,0.3770877418041437,0.708924688398838,0.5563632728066296,0.31796277197918243,0.2797121952076092,0.07683839184503043,0.08810063403756523,0.0004783221297787854
BGC0002703,MCPsignal,0.9874036371707916,0.9716504216194153,0.8070586502552033,0.8369708031415939,0.516470676008612,0.3407135520130396,0.35308484644338023,0.08760340909816478,0.08276823406739595,0.0614253922357868,0.00039863974535592206
BGC0002746,Peptidase_S9,0.9752934038639068,0.8887557986780849,0.6895465336740016,0.4395006197496059,0.5444202694672854,0.3455177575816332,0.19676379968623223,0.27568053836110523,0.29057273922949206,0.030866230903051982,5.776585575407722e-05
BGC0002747,ABC_membrane,0.8841289013624192,0.8229705035686493,0.6545268557965755,0.561521677672863,0.3422265961766243,0.4020215789489157,0.2925766730027689,0.10556017890725115,0.013651601690850158,0.0587521925066131,0.00010358497174678405
