BGC_ID,masked_token,Num_Replacements=0,Num_Replacements=1,Num_Replacements=2,Num_Replacements=3,Num_Replacements=4,Num_Replacements=5,Num_Replacements=6,Num_Replacements=7,Num_Replacements=8
BGC0000606,Nitroreductase,0.8280957728624344,0.686158403052832,0.5976673640310765,0.3854388766223565,0.088309453516041,0.13104596009932265,0.0708314462483031,0.0064747679938591315,0.00022113898691742407
BGC0000627,MFS_1,0.03743786569684744,0.06121926587074995,0.02883308267919347,0.025570570561103522,0.029391224709979725,0.02352219440508634,0.013250259205233306,0.00538904617424123,0.005392595357261598
BGC0000635,Amino_oxidase,0.9494187772274018,0.713189243990928,0.518416427122429,0.2357141333799518,0.3044802199855667,0.22701347903348507,0.11406758983212058,0.0007087529455020558,0.0010737564858573022
BGC0000648,MerR_1,0.666321986913681,0.6065723538398743,0.3359138794668752,0.07513684985727878,0.08312272201851556,0.0013482662717102301,0.0026285358974888597,0.0014806623111081052,0.0012786281553613054
BGC0000649,AMP-binding,0.957601010799408,0.6368183546175714,0.5782029222289566,0.3730619135458255,0.39410653030226966,0.5718153986745449,0.4259888486614273,0.1003421384484117,0.025587997102547888
BGC0000686,adh_short,0.3412529408931732,0.28956052362918855,0.24699128791689873,0.08945521907880902,0.05560021318960935,0.05868757973657921,0.018807866374845616,0.003934405821928522,0.00211335423955461
BGC0000736,ABC_tran,0.9850340187549591,0.7060370478779078,0.5869487225543708,0.4457691097166389,0.1718291381606832,0.19922251796815543,0.10627876189610105,0.1776293554867152,0.00817667031660676
BGC0000810,p450,0.19089360237121583,0.2745853695436381,0.18309266115538775,0.22140104516874998,0.10910318328533322,0.09833134600485209,0.06283140969317173,0.011898169939377113,0.001103874974256769
BGC0000820,Carbam_trans_N,0.28241629274562,0.37868954792969767,0.4555910571746331,0.2366745659254988,0.45395646183085886,0.28610395480218853,0.10083799776392084,1.4137316789231136e-05,0.0002158378658611293
BGC0000846,GATase_7,0.931706964969635,0.7654482866753824,0.6209905659779906,0.4592096367770864,0.250719111957639,0.25443840864599565,0.09749962822374698,0.1897131851579445,1.5972904126826394e-05
BGC0000871,AMP-binding,0.9732544958591461,0.646231633273419,0.651755132896119,0.4345467674080282,0.25374085216317327,0.09199214287259708,0.006744395631449152,0.0005892488329061196,0.00022890037098477478
BGC0001075,ketoacyl-synt,0.8739891409873962,0.6855628770776093,0.754870209580622,0.7013634047350934,0.395335497064582,0.3048053011065349,0.44231720801435587,0.18337819129527233,0.00038791801708621955
BGC0001144,Ketoacyl-synt_C,0.8819812893867492,0.8169232428073883,0.6189302116632461,0.3729704848228721,0.33947727979393677,0.14016410520998762,0.03850432410399662,0.011072954279564695,0.00032175329086987504
BGC0001164,PP-binding,0.343884114921093,0.3582498440053314,0.24067181542777688,0.13562414962798358,0.016658111766446382,0.01908180228474521,0.002199883911453071,3.8632039388630804e-05,3.0603646536064844e-05
BGC0001305,ketoacyl-synt,0.9963330686092376,0.9527775883674622,0.9381255388259888,0.9086192190647125,0.534533791989088,0.20754290248733015,0.1969721470344666,0.004259861333878945,2.7901010075748188e-05
BGC0001391,Peptidase_C39,0.4060838960111141,0.4084978270344436,0.17586242322649923,0.27223723455290383,0.1663755939459448,0.14381431381272874,0.014611532391452187,0.0030792711544198603,1.741411897189238e-05
BGC0001464,Acyl-CoA_dh_M,0.9729848504066467,0.9237932980060577,0.8821880370378494,0.8975459635257721,0.8106564853340388,0.5863107030798347,0.5443979613395641,0.0020139466267551144,0.006360406931566276
BGC0001476,DeoRC,0.9924050509929657,0.8604492368496721,0.8628606468439102,0.5892297366421337,0.18464734890635234,0.4897874489927119,0.43761495234286585,0.2630624945926513,4.0694338438385105e-05
BGC0001499,FhuF,0.9538631916046143,0.9177396059036255,0.938566142320633,0.331406292761676,0.48361677760476596,0.18923082831656615,0.30461936377521925,0.05284363999192152,3.6040708481926975e-06
BGC0001510,APH,0.22179715968668462,0.07821035278975615,0.047784414961643054,0.011185351206222549,0.016220586901181378,0.0038903152577404398,0.0011939518757571933,0.00031065368457348084,0.0004190457018012239
BGC0001518,AMP-binding,0.38195189125835893,0.3431009937165072,0.25089812634091685,0.20299276396690402,0.07143269721827891,0.049535574082395326,0.02601364848288199,0.15334900461959222,0.002032729631014263
BGC0001531,FhuF,0.6536581167019904,0.8865256011486053,0.7609770383757791,0.8092977484411676,0.3612592572557345,0.2224372596999956,0.10607637088722441,0.09147535676305792,1.7341525634595457e-06
BGC0001583,ketoacyl-synt,0.8999150156974792,0.5010609216988087,0.36089475229382517,0.42145748505136,0.18549977358197794,0.1626721574459225,0.11355626458011443,0.004586288497392265,2.766949127064322e-05
BGC0001633,ADH_zinc_N,0.31376300752162933,0.3300645940005779,0.30318366792052986,0.2454716629581526,0.171779388676568,0.10496976787708263,0.01721770956566715,0.05411218486275402,0.0001538173384634689
BGC0001723,ketoacyl-synt,0.9943494737148285,0.9080361634492874,0.750888904929161,0.5680136553943157,0.5608532789396122,0.40981388874351976,0.19168442763511848,0.19841634380441894,0.00018360694387169473
BGC0001910,ATP_bind_1,0.6501774944365024,0.481525824702112,0.2884751794611759,0.24924279714405487,0.19411027231410002,0.002345695374060597,0.17289697777086985,0.0003107307113259239,6.643676803568255e-05
BGC0002051,AMP-binding,0.9587203919887543,0.730391488969326,0.6193635172734503,0.5789010196924209,0.3757930546792977,0.4268389446035144,0.2506240723954761,0.19272948562552017,0.0001476208836919568
BGC0002058,ketoacyl-synt,0.9941384494304657,0.9674091935157776,0.7266681347857229,0.5474895695922897,0.4025665159606433,0.5608409663662315,0.24834902214376625,0.04426361908054226,2.6004047498418003e-06
BGC0002069,POR,0.8010935842990875,0.7036408178522073,0.6892237293094127,0.3998232441046895,0.4195748006557807,0.23662408592789097,0.38636906602493787,4.709293713086593e-05,5.4116887301111635e-05
BGC0002110,ABC_tran,0.9279862701892853,0.8658409722149372,0.7758970366208814,0.6943458850961178,0.5149415959097041,0.5120698844315484,0.12691575064825428,0.016562933287224267,0.0004832197259418081
BGC0002155,ketoacyl-synt,0.957050621509552,0.8692490309476852,0.753727738559246,0.6333870712667704,0.3653079237032216,0.1785591475199908,0.11233097548247314,0.0010986251627400634,0.00011866766450010501
BGC0002157,PP-binding,0.9711886644363403,0.7177376747131348,0.6639181420498061,0.6065660053839566,0.316985996067524,0.12418906415914535,0.06584937069838581,0.04857613883511931,8.092946438686965e-06
BGC0002166,AMP-binding,0.9960716605186463,0.8665252983570099,0.7974799409508705,0.6006427422165871,0.3391851600492373,0.28037325353361664,0.04567590978476801,0.00378166578739183,0.0007381646599696978
BGC0002167,ADH_zinc_N,0.9228700757026672,0.7981955795966371,0.5325622067030054,0.24991888069816923,0.044134036267132616,0.19556633716456417,0.2814452863192855,0.0005735577193263453,0.0003950385644969856
BGC0002266,ketoacyl-synt,0.9989075183868408,0.9906414568424224,0.9170885503292083,0.7516122281551361,0.5516874626278877,0.3263335459749214,0.2641994285513647,0.00616018056455232,4.099525506084944e-06
BGC0002313,ATP-grasp_4,0.45902253985404967,0.4582888928487591,0.08682987415159005,0.13376995166479447,0.01320065142088433,0.012195105099157643,0.049675391327343464,0.05957758743895738,3.265143990578423e-05
BGC0002316,HisKA_3,0.9957301259040833,0.9866901636123657,0.9590556681156158,0.77313934394042,0.4175178870685784,0.47217772870135377,0.3917941042343955,0.08494657920303429,3.0160481112657957e-06
BGC0002392,p450,0.004688236114452593,0.020767005776906444,0.012691610173169466,0.00682160702449437,0.002925157207573648,0.007416846647745956,0.002831184816386667,0.0012237500831361104,0.001789193388503918
BGC0002442,MacB_PCD,0.8979482889175415,0.7988236740529828,0.6339794586690914,0.5661498267829301,0.5543767601030367,0.2824407379586148,0.1691027878846934,0.06932077767213052,4.763189550058833e-05
BGC0002464,FhuF,0.9622443616390228,0.9445122838020324,0.7547870852053166,0.8154658436775207,0.3863905412292638,0.24337521130940304,0.010695640075483293,0.005391401195984075,9.793887205535867e-05
BGC0002486,PatG_C,0.6405957081820816,0.5601093798875809,0.7545506060123444,0.551503046223661,0.2713200710576643,0.1644405268591072,0.11906265649480192,0.02088288217976242,1.3414207067491413e-06
BGC0002488,SBP_bac_5,0.8724929630756378,0.9665739834308624,0.4520812594331801,0.227647226722911,0.12508614419493824,0.19740433180559194,0.005159776052460074,0.0045727978016657286,0.0002782620083053189
BGC0002529,AMP-binding,0.9503525614738464,0.7527886554598808,0.5099414465716109,0.5119060464203358,0.4043035062519209,0.39244325271411074,0.25766788893239434,0.08160895016135328,0.00023000354803066615
BGC0002575,Response_reg,0.9648293852806091,0.694692462310195,0.8244381673634052,0.6055161114782095,0.5059276177938955,0.41676389524564,0.28248359663411976,0.047229815350715396,0.0021360729930847812
BGC0002629,PatG_C,0.9957147419452668,0.8902067732065916,0.7560695588181261,0.7340115817263723,0.3388753360762166,0.23283957107527833,0.11467069317953502,0.03322910078185402,5.4033850140911e-07
BGC0002645,Lyase_1,0.850352494046092,0.4194741372484714,0.578746394083737,0.25426467411698733,0.354531885990869,0.3250174393898476,0.003014491667391739,0.06302699147214316,0.00014623598138099325
BGC0002698,ABC_tran,0.7985842615365982,0.7417919471859932,0.6846376840025187,0.7042073208838702,0.60567897350993,0.4179360777838156,0.09753406867894228,0.15805299054336502,0.0013203001081024013
BGC0002699,ABC_tran,0.9216898202896118,0.9821865320205688,0.8436951160430908,0.7878855556249619,0.4444291065617108,0.21695631887180297,0.28514105512167587,0.11384846360574556,0.008723287679913483
BGC0002711,AMP-binding_C,0.7960860848426818,0.4318292421176011,0.538459581070947,0.3252470406371984,0.3731612287681855,0.20235338023685473,0.14663961638961495,0.04224848221927604,0.00021184252359489618
