BGC_ID,masked_token,Num_Replacements=0,Num_Replacements=1,Num_Replacements=2,Num_Replacements=3,Num_Replacements=4,Num_Replacements=5,Num_Replacements=6,Num_Replacements=7,Num_Replacements=8,Num_Replacements=9
BGC0000549,Response_reg,0.9874575972557068,0.7969824585132301,0.7110421902469171,0.5115195411432069,0.38292211395289544,0.4876632069070183,0.288999650390906,0.24142191096598253,0.2216613778815372,0.0014699108148874985
BGC0000588,ABC_membrane,0.9502815365791321,0.876935213804245,0.7086972897159285,0.6196274766232819,0.5450932315317913,0.47398887888548413,0.31403496948050813,0.19846164007578865,0.08613575143320747,0.0030349653464469386
BGC0000598,Radical_SAM,0.02567963052133564,0.05585201825015247,0.0862872765204326,0.02556588745501358,0.0031162601449977955,0.027357166875481197,0.0048798303916555595,0.000608767200174043,0.014137064085662131,0.00047404307465512827
BGC0000613,YcaO,0.8171391278505326,0.5464879975654184,0.3194181859607852,0.014277144506922922,0.14728313073944435,0.01452415019084583,0.08739293269855528,0.041145922311625324,1.4120445145238137e-05,9.989834617840643e-06
BGC0000625,APH,0.19258936028927565,0.33172546438872813,0.30953128013497916,0.3373123216922977,0.11694099293572435,0.08790668188594282,0.12635347995628762,0.014626415842212737,0.011694633256888664,0.0002246877603312214
BGC0000735,UDPG_MGDP_dh,0.9947130560874939,0.9960717260837555,0.9792681455612182,0.8683464355766773,0.7663696915871696,0.5496803385161911,0.23102377836853522,0.17188774888559238,0.3605935192199361,0.00023624186480419282
BGC0000777,NTP_transferase,0.8699300765991211,0.864903935790062,0.7424076497554779,0.49699594399426134,0.4871576546684082,0.31742675579662316,0.18927832430513264,0.1976031009281769,0.00044218257588966023,0.00023616579155714135
BGC0000783,Wzt_C,0.8976192057132721,0.34370996057987213,0.3038032392971218,0.07841629594286062,0.012737376548193425,0.013014711705345534,0.10419364370467861,0.0006649057498293587,0.003183081258227016,7.89695095236853e-06
BGC0000786,GDP_Man_Dehyd,0.6152574062347412,0.3825938288122416,0.29917936623096464,0.1003483219537884,0.12659382235033262,0.09949858931358904,0.06737971259590267,0.03582059228574508,0.00723844804347209,0.0013089396621410287
BGC0000811,Methyltransf_33,0.022434325161157176,0.04120753984898329,0.018420981934559676,0.0033620577486317416,0.0040931372670456765,0.0005821519523124153,0.0014261060298057515,0.0011133441219101313,0.0002655805993242666,7.791133048442588e-05
BGC0000841,GATase_7,0.9289080977439881,0.9209238052368164,0.7736861508564743,0.9682690262794494,0.414559814835593,0.3929335313737766,0.09973400311727972,0.18625523230152963,0.19158633715777693,0.0004314439010443927
BGC0000876,AMP-binding,0.9810259759426116,0.8800222635269165,0.6780682743628859,0.553928545783856,0.5663604130037129,0.2845833246596158,0.2805822973086379,0.07448995363631923,0.0225969629717369,0.00039708057757199545
BGC0000926,LysR_substrate,0.9505175590515137,0.7590350793754623,0.7855868684693632,0.620474674066827,0.24657704019631196,0.46878354819675516,0.09466787726827874,0.07393102537961624,0.1536560905443821,8.240648085120484e-05
BGC0001160,Acyl_transf_1,0.26803358634933827,0.1418206974165514,0.1284958604723215,0.13489787494763733,0.16569626820273697,0.083532277145423,0.04133609381387941,0.0029676588892471045,0.0005706031604042038,0.001175043071179971
BGC0001161,ketoacyl-synt,0.9773055613040924,0.9934310197830201,0.9522620439529419,0.8902245372533798,0.7493696913123131,0.5027991795097477,0.18694410006287399,0.024418600989884,0.0104659661675365,5.99886559335433e-05
BGC0001163,ketoacyl-synt,0.9980482637882233,0.9968662738800049,0.986162793636322,0.7731055170297623,0.7722727864980697,0.5257120366084564,0.2261514360201545,0.028434988757408065,0.00020834700027307917,2.528707488691495e-06
BGC0001266,ketoacyl-synt,0.9964609146118164,0.9087309271097184,0.8908789694309235,0.9313921451568603,0.6012580670416355,0.5332447215914726,0.26354051513429794,0.12637093169935715,0.01202511528663095,0.00011052498001561938
BGC0001323,GMC_oxred_C,0.9708371698856354,0.9649191558361053,0.788945136743132,0.5469047155157568,0.533934667381061,0.29109615472871725,0.09862746632913115,0.40320441003696034,5.2179243016325924e-05,9.349146834516375e-05
BGC0001400,ketoacyl-synt,0.9164957106113434,0.86693274974823,0.8855535060167312,0.6228007681900636,0.7184224075637757,0.2845935445887335,0.16355027266035904,0.03812542178540852,0.009049019681089732,5.509705835908818e-05
BGC0001440,HTH_1,0.8775115311145782,0.6999320965580409,0.44421567261470046,0.42045188440040204,0.3361652805928316,0.21999003988744334,0.25903926597830934,0.21358293103515394,0.014673541281755442,0.0006585918319103711
BGC0001444,AMP-binding,0.9824243724346161,0.9435983955860138,0.9789588153362274,0.7819727576716105,0.3910258720279671,0.39918613291083604,0.29682586668659494,0.25847104372551255,0.0007244368478879437,0.0006791445198395252
BGC0001446,Ketoacyl-synt_C,0.6193025305867195,0.5640176862478257,0.2828529204707593,0.21373426038771867,0.32030201153829696,0.10533569948747754,0.09719305731659098,0.07047212904192293,0.002562960381295376,7.200151027453739e-07
BGC0001456,SQS_PSY,0.9413844108581543,0.7972837448120117,0.7192331455647946,0.605546231178596,0.188274046022687,0.18640799088252608,0.08994289146721712,0.12149911263979192,0.0019130579918567037,0.00020516202262115256
BGC0001463,Acyl-CoA_dh_M,0.9037650167942047,0.8288838744163514,0.7930870048701764,0.7969980680849403,0.6649687006831954,0.5812178773430787,0.4314528497774518,0.09402501945232551,0.07739852233366946,0.00029243163737033837
BGC0001485,LysR_substrate,0.9818977653980255,0.8876624494791031,0.6865826234256247,0.4874637310734215,0.30094653986651,0.48058948441109806,0.10062767235764229,0.20139858024660953,0.2831181507886413,0.0006347911802834005
BGC0001517,AMP-binding,0.987414413690567,0.9119650229811669,0.9441484272480011,0.5398099333047867,0.6650790937244893,0.22287021973752416,0.2837620850637904,0.06655609380554495,0.05821522951409861,2.2397098208326582e-05
BGC0001609,AMP-binding,0.9240963876247406,0.7897547543048858,0.6937540367245674,0.6741406410932541,0.41560418959707024,0.2433542895399455,0.39825652842976067,0.12095563702496293,0.0227026600858089,5.318220479324509e-05
BGC0001651,adh_short_C2,0.4612063188571483,0.29616162423044445,0.2600684673525393,0.2540403075516224,0.14875175463967025,0.039623487359494905,0.055122441434650685,0.014013247011462227,0.004707222414435819,0.0032471739385073308
BGC0001713,IucA_IucC,0.9784950017929077,0.9719556391239166,0.8217141970992088,0.43321876639172674,0.4356642260712761,0.443038305084707,0.19012544787577781,0.290282423072788,0.0006596020623696602,7.915862467164914e-05
BGC0001718,Condensation,0.9829070866107941,0.8244344115257263,0.8168412864208221,0.6004950299859046,0.4114587740506977,0.36174944788217545,0.17375748559105092,0.13932454995721139,0.03212684066686931,3.635535986384886e-05
BGC0001811,TRI5,0.473562241345644,0.4251060539856553,0.09308480384279391,0.1264464219158981,0.0076265647330728825,0.011630654734108247,0.012366786532584228,0.0009925184015202148,2.463166995934074e-05,2.4281335325326835e-05
BGC0001858,PS-DH,0.6598011776804924,0.7092740535736084,0.6636358886957169,0.48910141102969645,0.34395510256290435,0.3275835938751698,0.07954847365708702,0.03569224446691806,0.0037221089242734707,1.5078528371237354e-05
BGC0001859,THF_DHG_CYH_C,0.9743948936462402,0.7743414258751727,0.6443673502981255,0.7185915886890143,0.2762447669696145,0.2729206432472665,0.26541779525468884,1.1402176457764313e-05,0.09428664249007586,1.1065214204108998e-05
BGC0001860,YcaO,0.7624226167798043,0.4318878995254636,0.3063125157030299,0.22804205196807742,0.0749036668048575,0.034264574407256984,0.013914093824882911,0.0002076866207989525,3.1732291247621446e-05,6.571884476898049e-05
BGC0001867,Nif11,0.9200616359710694,0.7098240405321121,0.8830312967300415,0.7803821578621865,0.6503828812390566,0.21503886432856234,0.30861090967664495,0.023068123717212074,0.009395694417616517,2.226607848463402e-05
BGC0001868,GATase,0.9525742530822754,0.9921865463256836,0.833704399317503,0.7394135925002047,0.3002640327677,0.19892106295952203,0.1045253724882059,0.0009502293044761246,0.10042862972395597,0.00045007066140101415
BGC0001873,AMP-binding_C,0.9921604633331299,0.9275972306728363,0.926133880019188,0.8445194065570831,0.8175579488277436,0.31943457575907813,0.14500347795087692,0.008878333227585244,0.00024832655873359975,3.6091324406448134e-06
BGC0001896,TPP_enzyme_N,0.7687265671003842,0.5735990880348254,0.47087112734307085,0.42441834490773545,0.5335380055010319,0.36311148614586275,0.24772090795540577,0.13625244264571848,0.128408793311457,0.0005151358038549603
BGC0001917,ketoacyl-synt,0.695165878534317,0.5321287168189883,0.5510265909135341,0.3304974971804768,0.3422161023132503,0.12694230656925357,0.09318755892563786,0.0008250980865341262,0.003864278543755972,0.00022800066483341652
BGC0001937,MFS_1,0.9663155257701874,0.9299353420734405,0.652648739194683,0.49031120156287217,0.24962500560068293,0.571351711610987,0.21862122236511822,0.43941408280170435,0.0017630214724377424,0.000573590514886746
BGC0001998,ketoacyl-synt,0.9927983522415161,0.9405864000320434,0.8552959978580474,0.8841167330741883,0.6126163963141152,0.5396403074982118,0.37378718743566425,0.1634542520529294,0.0005236605728056621,1.7396893432386484e-05
BGC0002073,FhuF,0.492046426422894,0.6782831104937941,0.5906866252422333,0.25880221964907835,0.275516649131896,0.08666392573504708,0.2947379100813123,0.023332751223860627,9.287894045417744e-05,1.5044012328699341e-06
BGC0002115,Peptidase_S15,0.958009523153305,0.8944720506668091,0.8144338336303918,0.6510155308864342,0.5187001633018161,0.10097482355853629,0.28406446172153677,0.19514751713106646,0.0971140984760865,4.750963219741777e-05
BGC0002128,PaaB,0.7360867187380791,0.3884559663012624,0.5439236860722303,0.4516137205529958,0.25882424308510965,0.1021434949398099,0.06044350704860335,0.06288536105984815,0.016037487229453973,6.45077983492115e-06
BGC0002138,MMPL,0.9869989395141602,0.969043618440628,0.6606066489446676,0.6533421616299165,0.586787811285103,0.24370325892796246,0.10848062522909459,0.07940161091445538,0.02631087249476991,0.00017451701840656141
BGC0002161,Ketoacyl-synt_C,0.9358798027038574,0.7340655259788036,0.5545121490955353,0.5734738603234291,0.5080719402991235,0.38923296589764506,0.07055057797697373,0.07008574199835493,0.00028683286384875164,0.0036654018457579875
BGC0002220,p450,0.37906390577554705,0.3823282547295094,0.22671995647251605,0.3186385750770569,0.19153738096356393,0.11756781050935387,0.09437661053379998,0.06599287837943849,0.010829596615076298,0.0019976806805061644
BGC0002256,AMP-binding,0.4961370281875134,0.5793433696962893,0.6344893011264503,0.5737454221583903,0.25350546297850085,0.30083574472242847,0.19155403540898988,0.025826584304387425,0.14217517004171326,0.0006115219520097526
BGC0002272,PP-binding,0.9969345986843109,0.9696752429008484,0.9391706228256226,0.767818632721901,0.5882219285704195,0.4707110733739682,0.2164013386820443,0.053263184873139836,0.057626239074851184,4.072008442448372e-05
BGC0002290,p450,0.4210102170705795,0.26986545622348784,0.2253000158816576,0.09860302967426833,0.06556230637943372,0.03632166186580434,0.004121922259218991,0.01285642959926463,0.0030514982412569226,0.0014814304880701457
BGC0002332,Chal_sti_synt_N,0.9507978618144989,0.8569118054380841,0.6313646900999146,0.2811148500119742,0.2903433740592611,0.4439338848335007,0.27581763148312743,0.38717939869703344,0.09899837716827734,2.3405042642222693e-05
BGC0002347,AMP-binding,0.9863470554351806,0.6921904903552786,0.648255226733454,0.3607200378164407,0.3662373824523456,0.472226411082886,0.5687795665579287,0.09910752657052058,0.09805210406116949,0.0004220444619799313
BGC0002382,ABC_membrane,0.9923406422138215,0.8676093496382237,0.7553899422287941,0.7104646597988904,0.4553464073179384,0.507084262027638,0.24933005123962176,0.1677644182279437,0.000671655186605502,0.00031263737922699876
BGC0002407,AdoHcyase_NAD,0.9398526668548584,0.6765971882890256,0.5076683959456204,0.47651659072078634,0.5400872440729472,0.47881730929856003,0.4661208963792035,0.16192251214142175,0.06838837855720774,1.0268810934732641e-05
BGC0002508,Glyco_transf_4,0.4296872317790985,0.3924118146300316,0.40903138741850853,0.21006137430667876,0.17993395996086292,0.12280501102753191,0.03931344894026552,0.04887900309986435,0.02397645931326764,0.0013074028442273012
BGC0002578,Acyl-CoA_dh_2,0.2373180439695716,0.4535576395690441,0.34890924425451575,0.2717877676710486,0.27301084032460493,0.08316009105191835,0.06395452132082938,0.05739022778561775,0.11385104944879458,4.951345733275048e-05
BGC0002579,ABC_tran,0.8098290354013443,0.7673983812332154,0.8378754138946534,0.803465548157692,0.7018252423877129,0.7535237327218056,0.49338535869528644,0.3355083617847413,0.08217038240554757,0.0015265724267010227
BGC0002584,Hydrolase,0.7603485077619553,0.6272524282336235,0.6097916275262832,0.3826647220594168,0.46131353825330734,0.3327975950553082,0.16797570669623382,0.05366458397169886,0.06781146460012906,0.0012018248130928554
BGC0002596,ketoacyl-synt,0.9902701377868652,0.9652019202709198,0.9067309498786926,0.817840325832367,0.8104600071907043,0.49273995887488126,0.3471052832901478,0.12462190273363376,0.015938456084916196,3.01838785447206e-05
BGC0002603,polyprenyl_synt,0.42547718733549117,0.25853282459702315,0.09803337925113738,0.08301734399865382,0.09711309034828446,0.03595844582596328,0.05220355067285709,0.007841767620766405,0.004895952638617018,0.0005386381518292183
BGC0002604,PP-binding,0.47462967187166216,0.3356065660715103,0.23994102207943796,0.22667397726327182,0.08955367683884105,0.10812843444291502,0.01796748767665122,0.018913286647489258,0.00042135919547945375,0.00015195605039703964
BGC0002617,Condensation,0.9410975337028503,0.9156447350978851,0.7264041565358639,0.5751752309501171,0.3636194484308362,0.1730158222169848,0.21346032770316015,0.06532453734434966,0.0030338364762428683,6.953518648344925e-06
BGC0002621,AdoHcyase_NAD,0.9277618408203125,0.9349299788475036,0.4347539360583802,0.6300684541944179,0.4518728067304096,0.28232101529402415,0.2551994945267727,0.250225183440549,0.08935713753523657,2.0908036614433743e-06
BGC0002646,ketoacyl-synt,0.9742850661277771,0.8982364416122437,0.819635933637619,0.7474424168467522,0.7056165792047977,0.5032291388139128,0.11286376104155807,0.2198640659969044,0.04990949013797703,1.255458659585873e-05
BGC0002690,IucA_IucC,0.9826607823371887,0.9617222368717193,0.7060714734718203,0.7705753525613546,0.3138813617883322,0.23998303233792057,0.2764968439540496,0.2789943762863544,0.19626278488516952,3.142307176773329e-06
BGC0002733,adh_short,0.8537414371967316,0.6274608545005321,0.5518806047737599,0.5401671384461224,0.2529579727211967,0.10245497026189695,0.03364798142283689,0.016490366659127176,0.0030532543729350436,0.002886486933857668
BGC0002745,ketoacyl-synt,0.9928988456726074,0.9763412415981293,0.962017047405243,0.8463310599327087,0.8942986488342285,0.3685818714788184,0.36360681377027504,0.2357888873841148,0.0104998220268385,5.44236156480693e-05
