BGC_ID,masked_token,Num_Replacements=0,Num_Replacements=1,Num_Replacements=2,Num_Replacements=3,Num_Replacements=4,Num_Replacements=5
BGC0001260,polyprenyl_synt,0.37792849615216256,0.3291608735918999,0.06948489871283528,0.09333863434148952,0.00120359393914109,0.0007248404482200321
BGC0001275,KR,0.2898792138323188,0.1664367220364511,0.03412684296054067,0.01639374957749169,5.354349052595353e-05,1.9480921395143015e-06
BGC0001276,KR,0.30082331714220345,0.26476389365270736,0.04902778913947259,0.003192948002106277,0.0003990614849499252,2.0045007107682978e-05
BGC0001307,PqqD,0.2767552978359163,0.24189994744592697,0.0020897887947739944,0.004506617171796279,0.0005410417084078745,1.5745009610339257e-05
BGC0001356,Asn_synthase,0.6771768528968096,0.3488513383432291,0.5077047533355653,0.0472931469962532,0.0629626225756408,4.291569330909795e-05
BGC0001535,Transket_pyr,0.9987913370132446,0.8544354096055031,0.8445629911766446,0.23684003711759943,0.03208316233958612,0.0002649023211958479
BGC0001549,Transglut_core3,0.8336864322423935,0.6028552412986755,0.2628718069870956,0.07297566406754186,0.00014192611274097545,0.00021460222422717835
BGC0001550,Transglut_core3,0.4427394561469555,0.4741791537031531,0.11106515417723131,0.03156173798712695,0.0005915643179676521,1.6061918876175697e-05
BGC0001551,Asn_synthase,0.4438909975811839,0.24034772812738084,0.32547195594379447,0.07617543142882824,0.013037267838745948,0.00012458465271407703
BGC0001634,PqqD,0.7468102883547545,0.38067307262681427,0.17106420040900047,6.600257232067808e-05,0.003032471864901254,1.3401594507907546e-05
BGC0001645,ABC_tran,0.7937711209058762,0.6300223578206896,0.5333358345127636,0.28005136342180775,0.1794406354898456,0.000615738817066358
BGC0001659,p450,0.04018056443892419,0.10419576786807738,0.061089842213550585,0.030702185089467093,0.03547425042333998,0.016624479535454383
BGC0001679,Condensation,0.48023478519171475,0.35603043511509896,0.4889329820871353,0.13533245090438867,0.028535141582801772,2.5051594509051257e-06
BGC0001684,HlyD_3,0.5106341185979545,0.6088426548987627,0.33530199132219424,0.24298550846930517,0.1925876174144605,0.00011727954461946411
BGC0001777,p450,0.6360843062400818,0.39059687964618206,0.17513608203153125,0.07128558531403542,0.026600519819476177,0.0017198376272062887
BGC0001831,Chal_sti_synt_N,0.43653188245370983,0.25360349182592473,0.238954410704198,0.1938353093395392,0.0003669025312094121,3.166913596258647e-06
BGC0001839,DnaJ-X,0.6833547404035926,0.34731826235856716,0.17859465371639088,0.024021281197201462,0.001076214160582367,3.175863875881646e-06
BGC0001891,AMP-binding,0.21778067983686925,0.13214886765485973,0.29414991761150305,0.056242894410388544,0.021923824966188478,0.0015478708502200788
BGC0001992,LysR_substrate,0.9460661053657532,0.8034908271700942,0.5651562423680389,0.5701904727204237,0.0712060724978528,5.2873624128935146e-05
BGC0002005,HlyD_3,0.9917521834373474,0.798179229895777,0.6265244715395966,0.28769732790654673,0.20582899014528558,8.455313864989544e-05
BGC0002103,p450,0.8207537323236466,0.4983527908101678,0.12404175905394368,0.1290736435650615,0.09710529051681079,0.001032220647283566
BGC0002158,AMP-binding,0.4553446315228939,0.5838102886453271,0.4636761112957174,0.05607652875442,0.02678500812284188,3.0542379377607176e-05
BGC0002181,p450,0.5403410911560058,0.3581617593765259,0.2301547724753618,0.03643297217495274,0.019116108473099303,0.003336805658364028
BGC0002207,PSDC,0.6182747388258576,0.46771594422144425,0.394100196273655,0.19810173029220265,0.0657640015091763,1.6705021624957572e-05
BGC0002218,p450,0.18669480429962276,0.14334486639127136,0.12658940609544517,0.058561746851773934,0.07928292969336326,0.0017795800127714755
BGC0002289,ABC_tran,0.890509033203125,0.8184333756566048,0.48312533035932576,0.2552728678099811,0.10332823628774576,0.0008270667778106144
BGC0002298,ABC_tran,0.986439049243927,0.6968680980615318,0.6225984069857077,0.3207347375846439,0.09110806921053154,0.005659662806829146
BGC0002399,polyprenyl_synt,2.1331167448046527e-05,0.0007339616710773433,0.00023452457818232686,0.02711996315763372,0.0009758266152296357,0.0003524173320272439
BGC0002400,PIF1,0.7128231376409531,0.5463776893913745,0.46957203671336173,0.30315396517253246,0.04922873329030608,0.0008294811888532649
BGC0002401,Lipase_3,1.7802516049414406e-05,4.2576644982261766e-05,5.9952577058552944e-05,0.00011522302883149038,9.634197781451803e-05,2.0226212384955033e-05
BGC0002404,FA_hydroxylase,0.8600258260965348,0.7817705750465394,0.5639633326303738,0.18407789754235182,0.07352951360268208,0.00032560697187058454
BGC0002469,Plug,0.946118825674057,0.5143120784079656,0.2541680520322188,0.2770955759624485,0.035031277478532276,0.0011995908416338353
BGC0002560,YcaO,0.3081622282974422,0.17793520734513707,0.08769130298187519,0.07541675351994073,0.0016115646051844124,1.3290884869832097e-05
BGC0002566,MatE,0.7439685240387917,0.6906390264630318,0.6311613507568836,0.28024133972896514,0.19916168448698954,0.0003765519224231184
BGC0002635,ABC_tran,0.2928281184285879,0.3869338422664441,0.22968303272500634,0.199594524333952,0.09621143637923524,0.006849434084142558
BGC0002639,AMP-binding,0.22942726276814937,0.31976970093943463,0.08249127583565041,0.05553441793583218,0.054616693088183864,0.00019959025560751799
BGC0002651,p450,0.09604238085448742,0.09834399516694248,0.09153217519633472,0.06395370060927234,0.012637789190534932,0.019255125380277606
BGC0002665,DUF692,0.012437365553341805,0.004814249925402692,0.008225400798255577,0.0025051253095512037,0.000809870261400647,0.00023738223449072394
BGC0002724,p450,3.478386873894124e-05,0.0007616514002478425,0.006998546105296555,0.046125283598007626,0.002286238033502741,0.002271565567843936
